;Produit;Prix 1;Prix 2;Prix 3;Prix 4;Prix 5;Prix 6;Prix 7;Prix 8;Prix 9;Prix 10;Prix 11;Prix 12
2886; ÉCHALOTE demi-long Bretagne cat.I 35-50mm (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.40; 2.33;  ;  ;  
2887; ÉCHALOTE demi-long France cat.I (le kg) ; 1.48; 1.45;  ;  ;  ;  ;  ;  ;  ; 3.52; 3.78; 4.35
2888; ÉCHALOTE France cat.I (le kg) ; 1.56; 1.65; 1.65; 1.68; 1.80; 1.92; 2.29; 2.92; 3.30; 3.55; 3.90; 4.43
2889; ÉCHALOTE France biologique (le kg) ; 2.91; 3.39; 3.17; 3.16; 3.37; 3.54; 3.54; 3.75; 4.55; 4.87; 5.22; 5.13
2890; ÉCHALOTE France cat.I filet 5kg (le kg) ; 1.94; 2.05; 2.15; 2.09; 2.15; 2.25; 2.35; 2.46; 3.08; 3.60; 4.00; 4.25
2891; ÉCHALOTE France cat.I (le kg) ; 1.64; 1.66; 1.60; 1.60; 1.60; 1.70; 1.79; 2.87; 3.37; 3.48; 4.07; 4.44
2892; ÉCHALOTE France biologique (le kg) ; 2.95; 3.66; 3.62; 3.47; 3.41; 3.40; 3.60; 3.98; 4.66; 4.64; 4.85; 4.76
2893; ÉCHALOTE France cat.I (le kg) ; 1.76; 1.77; 1.80; 1.82; 1.83; 1.83; 1.91; 2.09; 2.33; 2.39; 2.49; 2.47
2894; ÉCHALOTE France cat.I (le kg) ; 1.44; 1.56; 1.70; 1.84; 1.91; 1.94; 2.09; 2.90; 3.25; 3.58; 4.40; 4.66
2895; ÉCHALOTE France biologique (le kg) ;  ;  ;  ;  ;  ; 6.47; 6.21; 6.30; 7.04; 7.42; 7.71; 7.96
2896; BANANE Guadeloupe cat.I bateau conteneur (le kg) ; 0.61; 0.56; 0.63; 0.65; 0.62; 0.62; 0.62; 0.64; 0.65; 0.69; 0.70; 0.67
2897; BANANE Guadeloupe extra bateau conteneur (le kg) ; 0.72; 0.68; 0.70; 0.73; 0.73; 0.73; 0.73; 0.74; 0.75; 0.80; 0.81; 0.78
2898; BANANE Martinique cat.I bateau conteneur (le kg) ; 0.61; 0.56; 0.63; 0.65; 0.62; 0.62; 0.62; 0.64; 0.65; 0.69; 0.70; 0.67
2899; BANANE Martinique extra bateau conteneur (le kg) ; 0.72; 0.68; 0.70; 0.73; 0.73; 0.73; 0.73; 0.74; 0.75; 0.80; 0.81; 0.78
2900; BANANE Afrique biologique cat.I (le kg) ; 1.60; 1.49;  ; 1.55; 1.46; 1.50; 1.55; 1.55; 1.55; 1.50; 1.50; 1.50
2901; BANANE France biologique (le kg) ;  ; 1.87;  ; 2.04; 1.92; 2.04; 2.08; 1.91; 1.78; 1.73; 1.62; 1.88
2902; BANANE Import biologique (le kg) ; 1.45; 1.44; 1.44; 1.43; 1.41; 1.41; 1.41; 1.40; 1.41; 1.38; 1.41; 1.40
2903; BANANE Afrique biologique cat.I (le kg) ; 1.19; 1.16; 1.20; 1.20; 1.17; 1.19; 1.19; 1.19; 1.21; 1.20; 1.18; 1.20
2904; BANANE Afrique cat.I (le kg) ; 0.94; 0.93; 0.95; 0.98; 0.97; 0.92; 0.90; 0.91; 0.94; 0.95; 0.93; 0.95
2905; BANANE Afrique extra (le kg) ; 1.04; 1.00; 1.00; 1.00; 0.99; 0.95; 0.94; 0.97; 1.00; 1.00; 1.00; 1.00
2906; BANANE Amérique du sud extra (le kg) ; 0.97; 0.94; 0.93; 0.91; 0.91; 0.86; 0.88; 0.90; 0.95; 0.95; 0.95; 0.95
2907; BANANE DOM extra (le kg) ; 1.18; 1.00; 1.20; 1.18; 1.15; 1.18; 1.15; 1.19; 1.20; 1.20; 1.20; 1.20
2908; BANANE Afrique cat.I (le kg) ; 1.20; 1.23; 1.27; 1.29; 1.22; 1.15; 1.15; 1.12; 1.15; 1.15; 1.13; 1.13
2909; BANANE DOM cat.I (le kg) ; 1.32; 1.22; 1.27; 1.29; 1.26; 1.27; 1.25; 1.24; 1.30; 1.26; 1.26; 1.33
2910; BANANE Afrique cat.I carton (le kg) ;  ; 1.15; 1.15; 1.15; 1.15; 1.15; 1.15; 1.18; 1.19; 1.14; 1.11; 1.13
2911; BANANE DOM extra (le kg) ;  ; 1.20; 1.20; 1.18; 1.20; 1.20; 1.20; 1.21; 1.22; 1.26; 1.24; 1.21
2912; BANANE DOM extra colis 18,5kg (le kg) ;  ;  ;  ; 1.15; 1.12; 1.05; 1.10; 1.09; 1.15;  ; 1.25; 1.25
2913; BANANE Import cat.I colis 18kg (le kg) ;  ;  ;  ; 1.23; 1.09; 1.05; 1.05; 1.10; 1.05; 1.02; 1.04; 1.05
2914; BANANE Afrique extra (le kg) ; 1.15; 1.13; 1.11; 1.07; 1.03; 1.05; 1.01; 1.02; 1.06; 1.07; 1.09; 1.10
2915; BANANE Afrique cat.I (le kg) ; 0.93; 0.90; 0.90; 0.92; 0.92; 0.92; 0.92; 0.92; 0.95; 0.96; 0.96; 0.95
2916; BANANE Afrique extra (le kg) ;  ;  ;  ; 0.97; 0.97; 0.97;  ;  ;  ;  ;  ;  
2917; BANANE Amérique extra (le kg) ; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00; 1.02; 1.03; 1.03; 1.00
2918; BANANE DOM cat.I (le kg) ; 1.06; 1.04; 1.00; 1.00; 1.00; 1.03; 1.06; 1.06; 1.06; 1.06; 1.06; 1.05
2919; BANANE DOM extra (le kg) ; 1.18; 1.20; 1.20; 1.20; 1.20; 1.23; 1.30; 1.26; 1.26; 1.27; 1.27; 1.27
2920; BANANE Frécinette Colombie cat.I plateau (le kg) ;  ;  ;  ;  ;  ;  ; 7.40; 7.40;  ;  ;  ;  
2921; BANANE Import biologique (le kg) ; 1.41; 1.44; 1.44; 1.43; 1.34; 1.37; 1.35; 1.35; 1.38; 1.31; 1.34; 1.33
2922; BANANE Import cat.I (le kg) ; 1.25; 1.19; 1.20; 1.20; 1.20; 1.22; 1.19; 1.23; 1.19; 1.24; 1.23; 1.23
2923; BANANE Afrique extra (le kg) ; 0.91; 0.85; 0.85; 0.85; 0.88; 0.90; 0.90; 0.95; 1.00; 1.00; 1.00; 0.99
2924; BANANE Amérique centrale extra (le kg) ; 0.91; 0.85; 0.85; 0.85; 0.88; 0.90; 0.90; 0.95; 1.00; 0.98; 1.00; 0.95
2925; BANANE DOM extra (le kg) ; 1.05; 1.05; 0.98; 1.00; 1.00; 1.00; 1.00; 1.00; 1.09; 1.13; 1.15; 1.15
2926; BANANE Frécinette Colombie cat.I avion carton (le kg) ; 7.30; 7.00; 6.88; 6.50; 6.60; 6.80; 7.00; 6.97; 6.80; 6.80; 6.80; 6.80
2927; BANANE Frécinette Equateur cat.I bateau conteneur carton (le kg) ; 4.80; 2.35; 2.80; 2.80; 2.80; 2.60; 2.40; 2.37; 2.30; 2.44; 2.36; 2.25
2928; BANANE Plantain Colombie cat.I bateau conteneur carton (le kg) ; 1.23; 1.09; 1.10; 1.00; 0.85; 0.88; 0.90; 1.02; 1.05; 1.00; 1.06; 0.96
2929; BANANE France biologique (le kg) ;  ; 2.18;  ; 2.18; 2.18; 2.18; 2.18; 2.18;  ;  ; 1.60; 2.18
2930; BANANE Import biologique (le kg) ; 1.39; 1.39; 1.40; 1.36; 1.40; 1.35; 1.35; 1.34; 1.34; 1.32; 1.36; 1.34
2931; BANANE Afrique cat.I (le kg) ; 1.06; 1.06; 1.05; 1.06; 1.05; 1.03; 1.03; 1.01; 0.97; 1.07; 1.03; 1.03
2932; BANANE Afrique extra (le kg) ; 1.02; 0.97; 1.00; 1.03; 1.03; 1.02; 1.00; 1.00; 1.07; 1.07; 1.07; 1.18
2933; BANANE DOM extra (le kg) ; 1.15; 1.15; 1.15; 1.15; 1.18; 1.17; 1.15; 1.15; 1.15; 1.15; 1.18; 1.20
2934; BANANE Frécinette Import cat.I avion (le kg) ;  ;  ;  ;  ;  ;  ; 7.50; 7.50; 7.50;  ;  ;  
2935; BANANE Import biologique (le kg) ;  ;  ;  ;  ;  ; 1.94; 1.95; 1.97; 1.95; 1.97; 1.99; 1.98
2936; BANANE Afrique vrac (le kg) ;  ;  ;  ;  ; 1.49; 1.53; 1.56; 1.56; 1.60; 1.59; 1.59; 1.69
2937; BANANE Amérique vrac (le kg) ;  ;  ;  ;  ; 1.48; 1.57; 1.56; 1.55; 1.55; 1.52; 1.55; 1.56
2938; BANANE France vrac (le kg) ;  ;  ;  ;  ; 1.62; 1.74; 1.75; 1.81; 1.77; 1.76; 1.75; 1.75
2939; BANANE hors Fr. biologique (le kg) ;  ;  ;  ;  ; 2.05; 2.09; 2.06; 2.11; 2.08; 2.11; 2.12; 2.23
2940; POMELOS rose Roussillon (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.50;  
2941; POMELOS rouge Espagne (le kg) ;  ;  ;  ;  ;  ;  ; 1.50; 1.30; 1.30; 1.35; 1.41;  
2942; POMELOS Star-Ruby Espagne biologique (le kg) ;  ;  ;  ;  ; 2.00; 1.69; 1.60; 1.45; 1.52; 1.57; 1.85;  
2943; POMELOS Star-Ruby Espagne cat.I (le kg) ;  ;  ;  ;  ; 1.21; 1.16; 0.90; 0.84; 0.83; 0.97; 1.15;  
2944; POMELOS rose Corse biologique (le kg) ; 2.44;  ;  ;  ;  ;  ;  ;  ; 2.79; 2.67; 2.64; 2.68
2945; POMELOS rouge Import biologique (le kg) ; 2.67; 2.60; 2.51; 2.58; 2.42; 2.34; 2.23; 2.01; 1.98; 1.89; 1.40;  
2946; POMELOS rouge U.E. biologique (le kg) ; 2.31; 2.40;  ;  ; 2.53; 2.22; 1.92; 1.86; 1.81; 1.86; 2.03; 2.18
2947; POMELOS rose Floride colis de 40 (les 40 pièces) ;  ;  ;  ;  ;  ;  ; 40.00; 38.22; 36.00; 36.00;  ;  
2948; POMELOS rose Floride colis de 48 (les 48 pièces) ;  ;  ;  ;  ;  ; 34.00; 37.23; 34.20; 33.05; 32.58;  ;  
2949; POMELOS rose Floride colis de 56 (les 56 pièces) ;  ;  ;  ;  ;  ;  ; 32.44; 31.54; 28.93; 28.00;  ;  
2950; POMELOS rose Turquie colis de 45 (les 45 pièces) ;  ;  ;  ;  ; 16.00; 14.06; 12.22;  ;  ;  ;  ;  
2951; POMELOS rouge Afrique du sud colis de 40 (les 40 pièces) ; 20.74; 18.88; 20.17; 20.98; 23.25;  ;  ;  ;  ;  ;  ; 23.97
2952; POMELOS rouge Afrique du sud colis de 45 (les 45 pièces) ; 19.71; 18.29; 19.40; 20.48; 22.50;  ;  ;  ;  ;  ;  ; 22.60
2953; POMELOS rouge Afrique du sud colis de 50 (les 50 pièces) ; 18.05; 18.07; 18.52; 19.43; 21.00;  ;  ;  ;  ;  ;  ;  
2954; POMELOS rouge Afrique du sud colis de 55 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 20.00
2955; POMELOS rouge Espagne biologique (le kg) ;  ;  ;  ;  ; 2.20; 2.15; 2.00; 2.00; 1.95; 1.83; 1.94; 2.20
2956; POMELOS rouge Espagne colis de 40 (les 40 pièces) ;  ;  ;  ;  ; 18.65; 16.75; 15.80; 14.43; 14.40; 15.24; 16.21; 16.63
2957; POMELOS rouge Espagne colis de 45 (les 45 pièces) ; 17.00;  ;  ;  ; 17.69; 16.10; 14.82; 13.28; 13.53; 14.52; 15.29; 15.94
2958; POMELOS rouge Espagne colis de 50 (les 50 pièces) ;  ;  ;  ;  ; 17.58; 14.70; 13.64; 11.75; 12.95; 13.76; 14.19;  
2959; POMELOS rouge France biologique (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 2.40; 2.45
2960; POMELOS rouge Israël colis de 45 (les 45 pièces) ;  ;  ;  ;  ; 23.60;  ; 14.74; 15.35; 16.00;  ;  ;  
2961; POMELOS rouge Israël colis de 50 (les 50 pièces) ;  ;  ;  ; 21.00; 21.71;  ;  ;  ;  ;  ;  ;  
2962; POMELOS rouge Maroc colis de 45 (le kg) ;  ;  ;  ;  ;  ; 15.00; 14.55;  ;  ;  ;  ;  
2963; POMELOS rouge Mexique colis de 45 (les 45 pièces) ;  ;  ;  ; 24.00; 24.00;  ;  ;  ;  ;  ;  ;  
2964; POMELOS rouge Mexique colis de 50 (les 50 pièces) ;  ;  ;  ;  ; 22.40;  ;  ;  ;  ;  ;  ;  
2965; POMELOS rose Floride colis de 40-48 (les 40-48 pièces) ;  ;  ;  ;  ;  ;  ; 40.55; 41.17; 41.05; 38.50; 39.30; 42.00
2966; POMELOS rouge Afrique du sud colis de 45 (les 45 pièces) ;  ;  ; 26.00; 26.21; 25.86;  ;  ;  ;  ;  ;  ;  
2967; POMELOS rouge Espagne colis de 45 (les 45 pièces) ; 24.75; 26.93; 25.25;  ; 27.50; 27.38; 25.88; 22.10; 20.55; 22.45; 23.96; 25.77
2968; POMELOS rouge Israël colis de 45 (les 45 pièces) ;  ;  ;  ;  ;  ;  ;  ; 25.00; 23.53; 24.50; 26.38; 27.90
2969; POMELOS rose Afrique du sud colis de 35 (le kg) ;  ; 22.14; 21.50; 22.67; 24.60; 25.00;  ;  ;  ;  ;  ;  
2970; POMELOS rose Afrique du sud colis de 40 (les 40 pièces) ;  ; 23.14; 22.75; 23.86;  ;  ;  ;  ;  ;  ;  ; 23.67
2971; POMELOS rose Afrique du sud colis de 45 (les 45 pièces) ;  ; 23.14; 23.00; 25.00; 24.00;  ;  ;  ;  ;  ;  ; 26.00
2972; POMELOS rose Espagne colis de 45 (les 45 pièces) ;  ;  ;  ;  ; 23.60; 23.19; 23.67; 21.62; 19.67;  ;  ;  
2973; POMELOS rose Floride colis de 40 (les 40 pièces) ;  ;  ;  ;  ;  ;  ; 39.00;  ; 40.71; 38.78; 37.56; 38.00
2974; POMELOS rose Floride colis de 48 (les 48 pièces) ;  ;  ;  ;  ;  ; 36.29; 36.00; 39.00;  ;  ;  ;  
2975; POMELOS rouge Espagne colis de 40 (les 40 pièces) ;  ;  ;  ;  ; 23.00; 23.00;  ; 23.00; 21.62; 22.44; 22.50;  
2976; POMELOS rouge Espagne colis de 45 (les 45 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 19.00; 22.33; 23.50
2977; POMELOS rouge Israël colis de 40 (les 40 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ; 22.00;  ;  ;  
2978; POMELOS rouge Afrique du sud colis de 40 (la pièce) ;  ;  ;  ; 1.32; 1.29;  ;  ;  ;  ;  ;  ; 0.52
2979; POMELOS rouge Afrique du sud colis de 40-48 (les 40-48 pièces) ;  ;  ;  ; 23.00; 20.40;  ;  ;  ;  ;  ;  ;  
2980; POMELOS rouge Espagne colis de 40-48 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.55; 1.55
2981; POMELOS rouge Floride colis de 40-48 (les 40-48 pièces) ;  ;  ;  ;  ;  ;  ;  ; 28.67; 40.00; 37.00; 37.00;  
2982; POMELOS blanc Floride colis de 36 (la pièce) ;  ;  ;  ;  ;  ; 1.10; 1.10; 1.10;  ;  ;  ;  
2983; POMELOS rose Floride colis de 40 (la pièce) ;  ;  ;  ;  ;  ; 0.98; 1.00; 1.00; 0.98; 0.93; 0.95; 0.95
2984; POMELOS rose Floride colis de 48 (la pièce) ;  ;  ;  ;  ;  ; 0.86; 0.90; 0.86; 0.83; 0.82; 0.85; 0.85
2985; POMELOS rose Floride colis de 56 (la pièce) ;  ;  ;  ;  ;  ; 0.70; 0.70; 0.70; 0.65; 0.65; 0.65; 0.65
2986; POMELOS rouge Afrique du sud colis de 35 (la pièce) ;  ;  ;  ; 0.80; 0.80;  ;  ;  ;  ;  ;  ;  
2987; POMELOS rouge Afrique du sud colis de 40 (la pièce) ; 0.58; 0.51; 0.53; 0.55; 0.57; 0.58;  ;  ;  ;  ;  ; 0.65
2988; POMELOS rouge Afrique du sud colis de 45 (la pièce) ; 0.50; 0.44; 0.48; 0.49; 0.53; 0.55;  ;  ;  ;  ;  ;  
2989; POMELOS rouge Afrique du sud colis de 50 (la pièce) ;  ;  ;  ;  ; 0.46; 0.47;  ;  ;  ;  ;  ;  
2990; POMELOS rouge Espagne colis de 35 (la pièce) ;  ;  ;  ;  ; 0.84; 0.84; 0.84; 0.84; 0.78; 0.68; 0.68; 0.68
2991; POMELOS rouge Espagne colis de 40 (la pièce) ;  ;  ;  ;  ;  ; 0.61; 0.61; 0.61; 0.61; 0.66; 0.66; 0.65
2992; POMELOS rouge Espagne colis de 45 (la pièce) ;  ;  ;  ;  ;  ; 0.52; 0.54; 0.53; 0.51; 0.54; 0.56; 0.54
2993; POMELOS rouge Floride colis de 48 (la pièce) ;  ;  ;  ;  ;  ; 0.72;  ;  ;  ;  ;  ;  
2994; POMELOS rouge Israël colis de 40 (la pièce) ;  ;  ;  ;  ;  ; 0.65; 0.65; 0.65;  ;  ;  ;  
2995; POMELOS rouge Israël colis de 45 (la pièce) ;  ;  ;  ;  ; 0.57; 0.57;  ;  ;  ;  ;  ;  
2996; POMELOS rouge Mexique colis de 40 (la pièce) ;  ;  ;  ;  ; 0.64; 0.64;  ;  ;  ;  ;  ;  
2997; POMELOS rouge Mexique colis de 45 (la pièce) ;  ;  ;  ;  ; 0.58; 0.57; 0.55; 0.55;  ;  ;  ;  
2998; POMELOS rouge Turquie colis de 40 (la pièce) ;  ;  ;  ;  ; 0.50; 0.50;  ;  ;  ;  ;  ;  
2999; POMELOS rose Corse biologique (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 2.66; 2.46; 2.37; 2.56
3000; POMELOS rouge Import biologique (le kg) ; 2.62; 2.53; 2.46; 2.48; 2.45; 2.40; 2.29; 2.04; 1.90; 1.85;  ;  
3001; POMELOS rouge U.E. biologique (le kg) ;  ;  ;  ;  ; 2.51; 2.24; 2.00; 1.83; 1.84; 1.93; 2.04; 2.06
3002; POMELOS rose Floride colis 15kg (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 3.35; 3.40; 3.40; 3.35
3003; POMELOS rouge Import colis de 40-48 (le kg) ; 1.60; 1.74; 1.64; 1.77; 1.94; 1.68; 1.63; 1.57; 1.40; 1.31; 1.75; 1.91
3004; POMELOS rouge U.E. colis de 40-48 (le kg) ; 1.49; 1.59; 1.50;  ; 1.80; 1.75; 1.75; 1.74; 1.65; 1.61; 1.64; 1.66
3005; POMELOS rose Turquie colis de 40 (le kg) ;  ;  ;  ;  ;  ; 0.75; 0.75; 0.75; 0.75; 0.83;  ;  
3006; POMELOS rouge Afrique du sud colis de 45 (le kg) ; 1.21; 1.15; 1.13; 1.15; 1.35;  ;  ;  ;  ;  ;  ; 1.45
3007; POMELOS rouge Espagne colis de 45 (le kg) ; 1.15;  ;  ;  ; 1.46; 1.30; 1.20; 1.20; 1.11; 1.10; 1.20; 1.20
3008; POMELOS rouge Floride colis de 40 (le kg) ;  ;  ;  ;  ;  ; 2.38; 2.69; 2.70; 2.53; 2.50;  ;  
3009; POMELOS rouge Israël colis de 40 (le kg) ; 1.00; 1.00;  ;  ; 1.45; 1.33;  ;  ;  ;  ;  ;  
3010; POMELOS Star-Ruby Mexique colis de 40 (le kg) ;  ;  ;  ; 1.30;  ;  ;  ;  ;  ;  ;  ;  
3011; POMELOS rose Corse biologique (le kg) ; 2.25;  ;  ;  ;  ;  ;  ;  ; 2.71; 2.63; 2.57; 2.63
3012; POMELOS rouge Import biologique (le kg) ; 2.46; 2.40; 2.15; 2.25; 2.16; 2.26;  ;  ;  ;  ; 1.40;  
3013; POMELOS rouge U.E. biologique (le kg) ; 2.25; 2.43;  ;  ; 2.33; 1.92; 1.73; 1.73; 1.70; 1.72; 2.03; 2.27
3014; POMELOS rouge Afrique du sud colis de 45 (la pièce) ;  ;  ; 0.60; 0.72; 0.70; 0.67; 0.68; 0.72; 0.74; 0.89; 1.05; 1.05
3015; POMELOS rouge Espagne colis de 40 (le kg) ; 1.83; 1.86; 1.81;  ;  ;  ;  ;  ;  ;  ;  ;  
3016; POMELOS rouge Espagne colis de 45 (la pièce) ;  ;  ;  ;  ; 1.10; 0.61; 0.52; 0.50; 0.49; 0.49; 0.52; 0.51
3017; POMELOS rouge Import colis de 40 (le kg) ;  ;  ; 2.36;  ;  ;  ;  ;  ;  ;  ;  ;  
3018; POMELOS rose Corse biologique (le kg) ;  ;  ;  ;  ;  ; 3.22;  ;  ;  ; 4.29; 4.21; 4.16
3019; POMELOS rose U.E. biologique (le kg) ;  ;  ;  ;  ;  ; 3.38; 2.98; 3.00; 2.91; 2.98; 3.42; 3.58
3020; MÉLANGE SALADES mélange France (le kg) ; 5.50; 5.00; 5.00; 5.00; 5.00; 5.38; 5.50; 5.50; 5.50; 5.50; 5.50; 5.46
3021; ENDIVE Rhône-Alpes cat.I colis 5kg (le kg) ; 1.80; 1.80; 1.80; 1.80; 1.80; 2.50; 1.69; 1.60; 1.57; 1.40; 1.49; 1.50
3022; ENDIVE Rhône-Alpes extra colis 5kg (le kg) ; 2.00; 2.00; 2.00; 2.00; 2.29; 3.00; 1.93; 1.81; 1.82; 1.60; 1.71; 1.80
3023; ENDIVE Bretagne cat.I sachet 1kg (le kg) ; 1.19;  ;  ;  ; 2.25; 2.23; 1.44; 1.46; 1.10; 1.18; 1.52; 1.55
3024; ENDIVE haut de gamme Bretagne cat.I colis 5kg (le kg) ; 1.55;  ;  ;  ; 2.57; 2.66; 1.46; 1.48; 1.15; 1.16; 1.75; 1.86
3025; ENDIVE Nord-Picardie cat.I 2x500g (le kg) ; 1.41;  ;  ; 1.73; 1.79; 2.13; 1.43; 1.45; 1.33; 1.29; 1.55; 1.63
3026; ENDIVE Nord-Picardie cat.I 6/9 fruits sachet 1kg (le kg) ; 1.91;  ;  ; 1.67; 1.80; 2.76; 1.45;  ;  ;  ;  ;  
3027; ENDIVE Nord-Picardie cat.I colis 5kg (le kg) ; 1.82;  ;  ; 1.73; 1.94; 2.25; 1.30; 1.40; 1.16; 1.16; 1.49; 1.57
3028; ENDIVE Nord-Picardie cat.I sachet 1kg (le kg) ; 1.79;  ;  ; 1.67; 1.89; 2.17; 1.24; 1.41; 1.15; 1.12; 1.44; 1.54
3029; ENDIVE Nord-Picardie extra colis 5kg (le kg) ; 2.09;  ;  ; 1.84; 2.06; 2.32; 1.38; 1.34; 1.06; 1.15; 1.55; 1.59
3030; ENDIVE Nord-Picardie extra plateau 1rg (le kg) ; 2.20;  ;  ; 1.96; 2.20; 2.50; 1.59; 1.63; 1.44; 1.39; 1.71; 1.75
3031; ENDIVE France biologique (le kg) ; 6.20; 5.36;  ; 6.20; 5.70; 5.52; 5.13; 4.83; 4.09; 4.87; 5.06; 4.82
3032; ENDIVE Belgique cat.I colis 5kg (le kg) ; 0.41; 0.55; 0.41; 0.73; 1.14; 1.79; 0.87; 0.81; 0.58; 0.75; 1.05; 1.36
3033; ENDIVE Belgique extra colis 5kg (le kg) ; 0.68; 1.27; 0.79; 1.23; 1.83; 2.24; 1.33; 0.91; 0.78; 0.79; 1.45; 1.58
3034; ENDIVE Belgique extra plateau 1rg (le kg) ; 0.97; 1.68; 1.22; 1.57; 2.21;  ;  ;  ;  ;  ;  ;  
3035; ENDIVE Pays-Bas cat.I 14-21cm colis 5kg (le kg) ; 0.67;  ;  ; 1.38; 1.90;  ;  ; 0.91; 0.77;  ;  ;  
3036; ENDIVE Pays-Bas cat.I 9-14cm colis 5kg (le kg) ; 0.75;  ; 1.00; 1.41; 1.73; 1.63; 0.71;  ; 0.50; 0.76; 1.05; 1.06
3037; ENDIVE Pays-Bas cat.I 9-14cm colis 5kg (le kg) ; 1.10; 1.54; 1.14; 1.78; 2.08;  ;  ;  ;  ;  ;  ;  
3038; ENDIVE Pays-Bas extra 14-21cm colis 5kg (le kg) ; 0.82;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3039; ENDIVE France biologique (le kg) ; 6.11; 6.80;  ; 6.03; 6.07; 6.39; 6.30; 5.99; 4.71; 5.30; 5.96; 5.02
3040; ENDIVE U.E. biologique (le kg) ; 4.64; 5.02; 5.14; 5.11; 5.18; 5.39; 5.21; 5.02; 4.35; 4.14; 4.31;  
3041; ENDIVE Belgique cat.I colis 5kg (les 5kg) ; 9.00; 9.50; 9.62; 9.40; 10.38; 12.50; 11.25; 8.67; 7.50; 7.70; 9.25; 8.50
3042; ENDIVE Pays-Bas cat.I colis 5kg (les 5kg) ; 8.50; 9.70; 10.00; 10.25; 11.50; 13.50; 11.75; 9.67; 8.38; 8.10; 10.25; 9.50
3043; ENDIVE Belgique extra colis 5kg (le kg) ; 1.59; 2.00; 1.81; 2.05; 2.29; 3.19;  ; 1.55; 1.33; 1.28; 1.60; 2.09
3044; ENDIVE France cat.I colis 5kg (le kg) ; 1.45; 1.76; 1.90; 1.89; 2.04; 2.54; 1.40; 1.57; 1.27; 1.28; 1.55; 1.71
3045; ENDIVE France cat.II colis 5kg (le kg) ; 1.09;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3046; ENDIVE France extra colis 5kg (le kg) ; 1.97; 2.28; 2.29; 2.19; 2.36; 2.97; 1.73; 1.82; 1.54; 1.50; 1.71; 1.91
3047; ENDIVE Allemagne cat.I colis 5kg (les 5kg) ; 8.00;  ; 8.00; 9.70;  ; 10.92; 9.50; 8.00; 8.12; 7.80; 7.25; 7.33
3048; ENDIVE Belgique cat.I colis 5kg (les 5kg) ; 6.50; 8.15; 8.25; 9.05; 9.75; 11.38; 8.75; 7.33; 6.19; 5.50; 7.00; 7.67
3049; ENDIVE Belgique cat.I colis 5kg (le kg) ; 2.29; 2.10; 2.38; 2.42; 2.73; 3.02; 2.05; 2.09; 1.78; 1.74; 2.17; 2.25
3050; ENDIVE France cat.I colis 5kg (le kg) ; 1.97; 2.14; 2.39; 2.52; 2.53; 3.23; 1.88; 1.96; 1.64; 1.54; 1.82; 2.03
3051; ENDIVE Nord-Picardie extra colis 5kg (le kg) ;  ; 2.53; 2.56; 2.39; 2.43; 3.04; 1.87; 1.90; 1.68; 1.58; 1.93; 1.99
3052; ENDIVE Belgique cat.I colis 5kg (le kg emb.cons.) ;  ;  ;  ; 1.25; 2.00;  ;  ; 1.00; 1.10;  ;  ;  
3053; ENDIVE Nord-Picardie cat.I colis 5kg (le kg) ;  ;  ;  ; 1.70; 1.98; 2.35; 1.29; 1.26; 1.07; 1.05; 1.40; 1.50
3054; ENDIVE Nord-Picardie extra colis 5kg (le kg) ;  ;  ;  ; 1.90; 2.17; 2.63; 1.43; 1.36; 1.20; 1.18; 1.50; 1.73
3055; ENDIVE Belgique cat.I (le kg) ; 1.68; 2.04; 1.77; 2.30; 2.20; 3.17; 1.67; 1.66; 1.57; 1.50; 1.82; 2.08
3056; ENDIVE France extra colis 5kg (le kg) ; 2.20;  ; 2.40; 2.52; 2.29; 3.17; 1.84; 2.00; 1.90; 1.70; 2.04; 2.00
3057; ENDIVE France cat.I colis 5kg (le kg) ; 1.75; 2.03; 2.20; 2.14; 2.37; 2.92; 1.50; 1.74; 1.45; 1.47; 1.89; 1.96
3058; ENDIVE France biologique (le kg) ; 4.55;  ;  ;  ; 6.31; 7.12; 6.69; 5.90; 4.13; 5.21; 6.01; 4.58
3059; ENDIVE U.E. biologique (le kg) ;  ;  ;  ;  ; 5.94; 6.12; 5.97;  ; 4.42; 4.81;  ;  
3060; ENDIVE France cat.I colis 5kg (le kg) ; 2.17; 2.30; 2.61; 2.37; 2.47; 3.18; 2.17; 2.09; 2.01; 1.92; 2.27; 2.16
3061; ENDIVE U.E. cat.I colis 5kg (le kg) ; 2.05; 2.19; 2.11; 2.60; 2.62; 3.40; 2.02; 1.85; 1.80; 1.80;  ;  
