;Produit;Prix 1;Prix 2;Prix 3;Prix 4;Prix 5;Prix 6;Prix 7;Prix 8;Prix 9;Prix 10;Prix 11;Prix 12
5817; GRENADE Espagne cat.I +12 pièces (le kg) ;  ;  ;  ; 1.16; 1.02; 1.04; 1.17; 1.25;  ;  ;  ;  
5818; GRENADE Espagne cat.I +15 pièces (le kg) ;  ;  ;  ; 0.98; 0.87; 0.81; 0.95;  ;  ;  ;  ;  
5819; GRENADE France biologique (le kg) ;  ;  ;  ;  ;  ; 4.85; 4.76;  ;  ;  ;  ;  
5820; GRENADE Import biologique (le kg) ; 4.65; 4.50; 4.50; 4.54;  ;  ;  ;  ;  ;  ;  ;  
5821; GRENADE U.E. biologique (le kg) ;  ;  ;  ; 3.73; 2.92; 2.58; 2.64; 2.60; 2.46;  ;  ;  
5822; GRENADE Méditerranée vendu à la pièce (le kg) ;  ;  ;  ;  ;  ; 1.00;  ;  ;  ;  ;  ;  
5823; GRENADE Espagne +12 pièces plateau (le kg) ;  ;  ;  ;  ;  ; 1.30; 1.44; 1.58;  ;  ;  ;  
5824; GRENADE Espagne colis de 15 (le kg) ;  ;  ;  ; 1.54; 1.75; 1.43; 2.33; 2.60;  ;  ;  ;  
5825; GRENADE Import (le kg) ;  ;  ;  ;  ;  ;  ; 2.80; 2.80; 3.18; 3.30; 3.30;  
5826; GRENADE France biologique (le kg) ;  ;  ;  ;  ;  ; 4.97;  ;  ;  ;  ;  ;  
5827; GRENADE Import biologique (le kg) ; 4.74; 4.75; 4.91;  ;  ;  ;  ;  ;  ;  ;  ;  
5828; GRENADE U.E. biologique (le kg) ;  ;  ;  ; 3.79; 2.86; 2.64; 2.62; 2.52;  ;  ;  ;  
5829; GRENADE Import (le kg) ;  ;  ;  ; 1.96; 1.65; 1.73; 2.07; 2.92; 3.30; 3.68; 4.25; 4.80
5830; GRENADE Espagne (le kg) ;  ;  ;  ; 2.10; 2.00; 1.50; 1.50; 1.50;  ;  ;  ;  
5831; GRENADE Import (le kg) ; 3.14; 2.35; 2.20; 2.25; 2.30; 2.15; 1.93; 2.40; 2.20; 3.14; 3.50; 3.44
5832; GRENADE France biologique (le kg) ;  ;  ;  ;  ;  ; 4.47; 4.60;  ;  ;  ;  ;  
5833; GRENADE Import biologique (le kg) ; 4.40; 4.38; 4.02; 4.38;  ;  ;  ;  ;  ;  ;  ;  
5834; GRENADE U.E. biologique (le kg) ;  ;  ;  ; 3.40; 2.91; 2.35; 2.43; 2.44; 2.45;  ;  ;  
5835; GRENADE Espagne colis de 12 (le kg) ;  ;  ;  ; 1.95; 1.88; 1.72; 1.77; 1.65;  ;  ;  ;  
5836; GRENADE Turquie (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.93; 2.12; 2.12;  
5837; GRENADE U.E. biologique (le kg) ;  ;  ;  ;  ;  ; 4.06; 3.76; 4.04; 4.16; 4.92; 4.98;  
5838; CHAMPIGNON DE PARIS France biologique (le kg) ; 7.11; 7.03; 7.12; 7.17; 7.19; 7.13; 7.22; 7.29; 7.35; 7.32; 7.36; 7.36
5839; CHAMPIGNON DE PARIS Italie cat.I plateau (le kg) ; 1.70; 1.70; 1.70; 1.70; 1.87; 2.20; 2.20; 2.20; 2.20; 2.20; 2.20; 2.20
5840; CHAMPIGNON DE PARIS Pays-Bas pied coupé cat.I plateau (le kg) ; 2.30; 2.30; 2.23; 2.28; 2.35; 2.40; 2.35; 2.30; 2.30; 2.30; 2.30; 2.25
5841; CHAMPIGNON DE PARIS Pologne pied coupé cat.I plateau (le kg) ; 2.10; 2.10; 2.10; 2.10; 2.10; 2.10; 2.10; 2.10; 2.10; 2.10; 2.10; 2.10
5842; CHAMPIGNON DE PARIS Europe de l'est cat.I gros plateau 2kg (le kg) ; 2.81; 2.78; 2.83; 2.85; 2.78; 2.75; 2.75; 2.69; 2.70; 2.70; 2.75; 2.68
5843; CHAMPIGNON DE PARIS France cat.I moyen panier 3kg (le kg) ; 3.39; 3.49; 3.47; 3.52; 3.57; 3.60; 3.58; 3.60; 3.55; 3.60; 3.65; 3.65
5844; CHAMPIGNON DE PARIS France gros plateau (le kg) ;  ; 2.85; 2.85; 2.85; 2.85; 2.85;  ;  ;  ;  ;  ;  
5845; CHAMPIGNON DE PARIS France pied coupé cat.I plateau (le kg) ;  ; 2.80; 2.80; 2.80; 2.80; 2.80;  ;  ;  ;  ;  ;  
5846; CHAMPIGNON DE PARIS Belgique pied coupé cat.I plateau 3kg (le kg) ;  ;  ;  ; 2.70; 2.67; 2.60; 2.60; 2.60; 2.60; 2.60; 2.60; 2.60
5847; CHAMPIGNON DE PARIS Import cat.I gros (le kg) ; 2.35; 2.36; 2.38; 2.40; 2.40; 2.30; 2.40; 2.40; 2.40; 2.40; 2.41; 2.40
5848; CHAMPIGNON DE PARIS Import cat.I moyen (le kg) ; 2.35; 2.26; 2.30; 2.27; 2.20; 2.20; 2.27; 2.30; 2.30; 2.30; 2.30; 2.30
5849; CHAMPIGNON DE PARIS France pied coupé extra plateau (le kg) ; 2.85; 2.85; 3.09; 3.20; 3.16; 3.16; 3.10; 3.10; 3.10; 3.10; 3.10; 3.30
5850; CHAMPIGNON DE PARIS Pologne pied coupé cat.I plateau (le kg) ; 2.35; 2.35; 2.39; 2.40; 2.38; 2.35; 2.20; 2.20; 2.20; 2.20; 2.20; 2.30
5851; CHAMPIGNON DE PARIS France biologique (le kg) ; 6.92; 6.88; 6.83; 6.94; 6.89; 7.00; 6.96; 7.03; 6.97; 7.03; 7.01; 7.08
5852; CHAMPIGNON DE PARIS U.E. pied coupé cat.I gros panier 3kg (le kg) ; 2.75; 2.85; 2.81; 2.79; 2.85; 2.85; 2.83; 2.85; 2.85; 2.85; 2.83; 2.75
5853; CHAMPIGNON DE PARIS U.E. pied coupé cat.I moyen panier 3kg (le kg) ; 2.50; 2.45; 2.46; 2.45; 2.45; 2.42; 2.39; 2.40; 2.40; 2.40; 2.40; 2.40
5854; CHAMPIGNON DE PARIS Pologne pied coupé cat.I plateau (le kg) ; 2.20; 1.98; 1.90; 1.90; 1.90; 1.90; 1.90; 1.90; 1.90; 1.90; 1.90; 1.90
5855; CHAMPIGNON DE PARIS France biologique (le kg) ; 6.85; 6.79; 6.96; 7.06; 7.12; 6.91; 7.19; 7.25; 7.13; 7.11; 7.20; 7.18
5856; CHAMPIGNON DE PARIS Pays-Bas cat.I moyen (le kg) ; 2.65; 2.65; 2.65; 2.65; 2.65; 2.65; 2.83; 2.97; 2.93; 2.84; 2.93; 2.93
5857; CHAMPIGNON DE PARIS France biologique (le kg) ;  ;  ;  ;  ;  ; 10.43; 10.37; 10.96; 11.52; 11.58; 11.37; 11.17
5858; CHANTERELLE France pied coupé cat.I moyen (le kg) ;  ;  ;  ;  ; 23.90; 21.94; 19.58; 15.85;  ;  ;  ;  
5859; CHANTERELLE jaune Europe de l'est (le kg) ;  ;  ;  ;  ; 10.00; 13.00; 9.70; 7.67;  ;  ;  ;  
5860; CHANTERELLE jaune Portugal plateau (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 8.67; 9.00;  ;  
5861; CHAYOTTE Roussillon (le kg) ;  ; 1.50; 1.50; 1.50; 1.50; 1.50;  ;  ;  ;  ;  ;  
5862; CHAYOTTE Costa-Rica (le kg) ; 1.84; 2.30; 1.90; 1.50; 1.40; 1.40; 1.58; 1.50; 1.62; 1.70; 1.70; 1.58
5863; CHAYOTTE France (le kg) ;  ;  ;  ; 1.15; 1.20; 1.37;  ;  ;  ;  ;  ;  
5864; GROSEILLE rouge Roussillon (le kg) ; 12.00; 12.00; 12.00; 12.00;  ;  ;  ;  ;  ;  ;  ;  
5865; GROSEILLE rouge Sud-Ouest barq.125g (le kg) ; 17.00; 17.00;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
5866; GROSEILLE rouge France barq.125g (le kg) ; 17.07; 12.42; 11.43; 12.18; 12.00;  ;  ;  ;  ;  ;  ;  
5867; GROSEILLE rouge Pays-Bas barq.125g (le kg) ; 18.64; 13.22; 12.04; 12.73; 12.04; 12.00; 12.91; 12.32; 12.28; 14.61; 24.02; 31.29
5868; GROSEILLE rouge France barq.125g (le kg) ;  ; 21.66; 16.00;  ;  ;  ;  ;  ;  ;  ;  ;  
5869; GROSEILLE U.E. cat.I barq.125g (le kg) ;  ;  ;  ; 20.18; 20.00; 19.20;  ;  ;  ;  ;  ;  
5870; GROSEILLE rouge France barq.125g (le kg) ; 26.86; 14.82; 14.06; 14.24;  ;  ;  ;  ;  ;  ; 42.00; 39.16
5871; GROSEILLE rouge France cat.I barq.125g (le kg) ; 19.60; 19.60;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
5872; GROSEILLE rouge U.E. cat.I barq.125g (le kg) ;  ; 21.59; 17.75; 20.38; 19.69; 20.20;  ;  ;  ;  ;  ;  
5873; GROSEILLE rouge France barq.125g (le kg) ;  ; 13.00; 12.00;  ;  ;  ;  ;  ;  ;  ;  ;  
5874; GROSEILLE rouge Pays-Bas barq.125g (le kg) ; 18.80; 12.97; 12.80; 12.80; 12.27; 12.20; 13.44; 12.27; 14.22; 15.06; 20.25; 26.64
5875; CHICORÉE frisée Roussillon colis de 6 (les 6 pièces) ; 7.00;  ;  ;  ;  ; 7.50; 7.50; 7.50; 7.50; 7.50; 7.50; 7.71
5876; CHICORÉE frisée Roussillon colis de 8 (les 8 pièces) ; 8.00;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
5877; CHICORÉE Scarole Roussillon colis de 6 (les 6 pièces) ; 7.00;  ;  ;  ;  ; 7.50; 7.50; 7.50; 7.50; 7.50; 7.50; 7.71
5878; CHICORÉE Cornette Val de Loire cat.I (le kg) ;  ;  ;  ;  ; 2.00; 2.00; 2.01; 2.15; 2.24;  ;  ;  
5879; CHICORÉE frisée Sud-Est (la pièce) ;  ;  ;  ;  ; 1.20; 1.20; 1.20; 1.20; 1.27; 1.20; 1.20; 1.20
5880; CHICORÉE Scarole Sud-Est (la pièce) ; 1.00; 1.00;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
5881; CHICORÉE frisée Sud-Est (la pièce) ;  ;  ;  ;  ;  ; 0.70; 0.70;  ;  ;  ;  ;  
5882; CHICORÉE Scarole Sud-Est (la pièce) ;  ;  ;  ;  ; 1.25; 1.25;  ;  ;  ;  ;  ;  
5883; CHICORÉE Frisée fine Nord cat.I colis de 8 (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.10
5884; CHICORÉE frisée Roussillon cat.I colis de 8 (la pièce) ;  ;  ;  ;  ;  ; 1.20; 1.20; 1.28; 1.30; 1.30;  ;  
5885; CHICORÉE Scarole Roussillon cat.I colis de 8 (la pièce) ;  ;  ;  ;  ;  ; 1.20; 1.10; 1.28; 1.30; 1.25; 1.25;  
5886; CHICORÉE frisée Méditerranée biologique colis de 8 (la pièce) ;  ;  ;  ;  ;  ; 1.19; 1.23; 1.19; 1.36;  ;  ;  
5887; CHICORÉE Scarole Méditerranée biologique colis de 10 (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.32
5888; CHICORÉE Scarole Méditerranée biologique colis de 8 (la pièce) ;  ;  ;  ;  ;  ; 1.19; 1.23; 1.03; 1.43; 1.23;  ;  
5889; CHICORÉE frisée Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 1.31; 1.27;  ;  ;  ;  ;  
5890; CHICORÉE Scarole Sud-Est cat.I (la pièce) ;  ;  ;  ;  ;  ; 1.32; 1.28;  ;  ;  ;  ;  
5891; CHICORÉE frisée France biologique (la pièce) ; 1.12;  ;  ; 1.18; 1.31; 1.18; 1.24; 1.21; 1.30; 1.09; 1.07;  
5892; CHICORÉE Scarole France biologique (la pièce) ; 1.06;  ;  ; 1.18; 1.31; 1.21; 1.31; 1.10; 1.33; 1.14; 1.20; 1.25
5893; CHICORÉE frisée France biologique (la pièce) ; 1.36;  ;  ; 1.47; 1.43; 1.51; 1.54; 1.61; 1.41; 1.44; 1.51; 1.47
5894; CHICORÉE Scarole France biologique (la pièce) ;  ;  ;  ; 1.47; 1.44; 1.40; 1.57; 1.50; 1.47; 1.49; 1.49; 1.46
5895; CHICORÉE frisée Espagne cat.I colis de 10 (la pièce) ;  ;  ;  ;  ;  ;  ; 1.52; 1.64; 1.66; 1.68; 1.78;  
5896; CHICORÉE frisée France cat.I colis de 10 (la pièce) ; 1.67; 1.63; 1.64; 1.53; 1.53; 1.60; 1.57; 1.62;  ; 1.76; 1.76; 1.73
5897; CHICORÉE Rouge de Trévise Allemagne cat.I (le kg) ; 2.44; 2.40; 2.37; 2.48; 2.66; 2.64;  ;  ;  ;  ;  ;  
5898; CHICORÉE Rouge de Trévise Italie cat.I (le kg) ; 2.27; 2.18; 2.21; 2.52; 2.54; 2.38; 2.24; 2.16; 1.94; 1.98; 2.70; 3.32
5899; CHICORÉE Scarole Espagne cat.I colis de 10 (la pièce) ;  ;  ;  ;  ;  ;  ; 1.52; 1.64; 1.66; 1.68; 1.78;  
5900; CHICORÉE Scarole France cat.I colis de 10 (la pièce) ; 1.67; 1.63; 1.64; 1.55; 1.54; 1.60; 1.55; 1.58;  ; 1.76; 1.76; 1.73
5901; CHICORÉE frisée Espagne cat.I (la pièce) ; 1.49; 1.55; 1.55;  ;  ;  ;  ; 1.85; 1.80; 1.82; 1.90; 1.95
5902; CHICORÉE frisée France cat.I (la pièce) ; 1.81; 1.79; 1.75; 1.70; 1.73; 1.70; 1.68; 1.70; 1.60; 1.60; 1.60; 1.62
5903; CHICORÉE Rouge de Trévise Italie cat.I (le kg) ; 3.09; 2.84; 3.07; 3.11; 3.22; 3.20; 3.04; 3.02; 2.98; 2.94; 3.03; 3.47
5904; CHICORÉE Scarole Espagne cat.I (la pièce) ; 1.53; 1.58; 1.55;  ;  ;  ;  ; 1.85; 1.80; 1.77; 1.81; 1.85
5905; CHICORÉE Scarole France cat.I (la pièce) ; 1.76; 1.75; 1.73; 1.68; 1.74; 1.74; 1.68; 1.70; 1.60; 1.60; 1.60; 1.62
5906; CHICORÉE frisée Espagne cat.I (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.77; 1.65; 1.70;  
5907; CHICORÉE frisée France cat.I (la pièce) ;  ;  ;  ; 1.60; 1.66; 1.75; 1.70; 1.80; 1.75; 1.73; 1.30; 1.30
5908; CHICORÉE Scarole Espagne cat.I (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.79; 1.65; 1.70;  
5909; CHICORÉE Scarole France cat.I (la pièce) ;  ;  ;  ; 1.60; 1.68; 1.77; 1.70; 1.80; 1.75; 1.73;  ;  
5910; CHICORÉE frisée France cat.I (la pièce) ;  ;  ;  ;  ;  ;  ;  ; 1.62;  ;  ;  ;  
5911; CHICORÉE frisée France cat.I colis de 8 (la pièce) ;  ; 1.50; 1.55; 1.55; 1.72; 1.73; 1.75; 1.79; 1.88; 1.88; 1.86; 1.83
5912; CHICORÉE Scarole France cat.I colis de 8 (la pièce) ;  ; 1.50; 1.55; 1.55; 1.72; 1.77; 1.75; 1.79; 1.88; 1.88; 1.88; 1.88
5913; CHICORÉE frisée France biologique (la pièce) ;  ;  ;  ; 1.58; 1.53; 1.62; 1.68;  ;  ; 1.55;  ;  
5914; CHICORÉE Scarole France biologique (la pièce) ;  ;  ;  ; 1.58;  ; 1.57; 1.60;  ; 1.53; 1.54; 1.50;  
5915; CHICORÉE Rouge de Trévise Italie colis de 6 (le kg) ; 2.25; 2.36; 2.25; 2.54; 2.65; 2.53; 2.34; 2.34; 2.38; 2.36; 2.67; 3.23
5916; CHICORÉE frisée Espagne cat.I colis de 8 (les 8 pièces) ;  ;  ;  ;  ;  ;  ; 11.00; 11.68; 12.35; 11.00; 11.31; 11.70
5917; CHICORÉE frisée France cat.I colis de 8 (les 8 pièces) ; 13.00; 13.00; 13.00; 13.00; 12.24; 12.60; 11.32; 11.42;  ;  ;  ; 13.50
5918; CHICORÉE Scarole Espagne cat.I colis de 8 (les 8 pièces) ;  ;  ;  ;  ;  ;  ; 11.00; 11.60; 12.20; 11.00; 11.31; 11.70
5919; CHICORÉE Scarole France cat.I colis de 8 (les 8 pièces) ; 13.00; 13.00; 13.00; 13.00; 12.24; 12.60; 11.32; 11.43;  ;  ;  ; 13.50
5920; CHICORÉE frisée France biologique (la pièce) ; 1.29;  ;  ;  ; 1.39; 1.31; 1.48; 1.57; 1.32; 1.40;  ; 1.25
5921; CHICORÉE Scarole France biologique (la pièce) ;  ;  ;  ;  ; 1.46; 1.30; 1.48;  ; 1.32; 1.40;  ; 1.39
5922; CHICORÉE frisée France cat.I colis de 8 (la pièce) ; 2.22; 2.27; 2.28; 2.28; 2.17; 2.13; 2.08; 2.14; 2.10; 2.02; 2.04; 2.19
5923; CHICORÉE Scarole France cat.I colis de 8 (la pièce) ; 2.21; 2.23; 2.23; 2.23; 2.23; 2.13; 2.03; 2.13; 2.10; 2.14; 2.08; 2.19
5924; CHICORÉE frisée France biologique (la pièce) ;  ;  ;  ;  ; 1.19; 1.61; 1.69; 1.26; 1.58; 1.53; 1.87; 1.61
5925; CHICORÉE Scarole France biologique (la pièce) ;  ;  ;  ;  ; 1.13; 1.34; 1.74; 1.63; 1.58; 1.51; 1.76; 1.59
5926; CHICORÉE frisée France cat.I colis de 8 (la pièce) ; 1.45;  ;  ;  ;  ; 1.57; 1.54; 1.54; 1.76; 1.76; 1.78;  
5927; CHICORÉE Scarole France cat.I colis de 8 (la pièce) ; 1.45;  ;  ;  ;  ; 1.57; 1.52; 1.54; 1.76; 1.76; 1.78;  
5928; CHICORÉE frisée France (la pièce) ;  ;  ;  ;  ; 2.60; 2.61; 2.60; 2.64; 2.68; 2.65; 2.63; 2.70
5929; CHICORÉE frisée hors Fr. (la pièce) ;  ;  ;  ;  ;  ;  ;  ; 2.74; 2.71; 2.71; 2.75; 2.68
5930; HARICOT à écosser Coco AOC Paimpol cat.I sac 10kg (le kg) ;  ; 2.30; 1.58;  ;  ;  ;  ;  ;  ;  ;  ;  
5931; HARICOT à écosser Coco AOC Paimpol cat.I sac 8kg (le kg) ;  ;  ; 1.46; 1.85; 1.45;  ;  ;  ;  ;  ;  ;  
5932; HARICOT à écosser Michelet blanc Val de Loire cat.I plateau (le kg) ;  ; 2.84; 2.48; 2.46; 2.36; 2.50;  ;  ;  ;  ;  ;  
5933; HARICOT Coco Sud-Ouest plateau (le kg) ;  ;  ; 3.38;  ;  ;  ;  ;  ;  ;  ;  ;  
5934; HARICOT à écosser Coco blanc Sud-Est plateau (le kg) ;  ; 5.25; 5.80; 5.80; 5.00; 5.00;  ;  ;  ;  ;  ;  
5935; HARICOT à écosser Coco rouge Sud-Est plateau (le kg) ;  ; 4.75; 5.00; 5.38; 4.60; 4.50; 4.50;  ;  ;  ;  ;  
5936; HARICOT à écosser Coco blanc Sud-Est plateau (le kg) ; 7.80; 6.50;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
5937; HARICOT à écosser Coco rouge Sud-Est plateau (le kg) ; 6.20; 4.44; 4.26;  ;  ;  ;  ;  ;  ;  ;  ;  
5938; HARICOT Sud-Est cat.I plateau (le kg) ; 5.47; 4.55; 5.57; 5.11; 3.89; 4.00;  ;  ;  ;  ;  ; 9.18
5939; HARICOT à écosser Coco AOC Paimpol cat.I sac 10kg (le kg) ;  ; 2.46; 2.03;  ;  ;  ;  ;  ;  ;  ;  ;  
5940; HARICOT à écosser Coco AOC Paimpol cat.I sac 8kg (le kg) ;  ;  ; 1.80; 2.18; 1.81;  ;  ;  ;  ;  ;  ;  
5941; HARICOT à écosser demi-sec France biologique (le kg) ;  ;  ;  ; 3.30;  ;  ;  ;  ;  ;  ;  ;  
5942; HARICOT à écosser demi-sec France biologique (le kg) ;  ;  ; 4.24; 4.43; 4.11; 3.96;  ;  ;  ;  ;  ;  
5943; HARICOT à écosser Coco AOP Paimpol cat.I sac 8kg (le kg) ;  ;  ;  ;  ; 1.85;  ;  ;  ;  ;  ;  ;  
5944; HARICOT à écosser Coco blanc Paimpol cat.I sac 10kg (le kg) ;  ; 2.90; 2.42; 2.63; 2.43;  ;  ;  ;  ;  ;  ;  
5945; HARICOT à écosser Coco AOP Paimpol cat.I sac 8kg (le kg) ;  ;  ;  ;  ; 2.80;  ;  ;  ;  ;  ;  ;  
5946; HARICOT à écosser Coco blanc France cat.I (le kg) ;  ; 6.19; 6.95;  ; 6.91;  ;  ;  ;  ;  ;  ;  
5947; HARICOT à écosser Coco blanc Mollans demi-sec PACA cat.I plateau (le kg) ;  ;  ; 7.45; 6.95;  ;  ;  ;  ;  ;  ;  ;  
5948; HARICOT à écosser Coco blanc Paimpol cat.I sac 10kg (le kg) ;  ;  ; 2.52; 2.89; 2.85;  ;  ;  ;  ;  ;  ;  
5949; HARICOT Coco rouge France cat.I (le kg) ;  ; 6.15; 6.05; 5.96;  ;  ;  ;  ;  ;  ;  ;  
5950; HARICOT à écosser Coco Paimpol cat.I sac 10kg (le kg) ;  ;  ; 2.30; 2.50; 2.53;  ;  ;  ;  ;  ;  ;  
5951; HARICOT à écosser Coco AOP Paimpol cat.I sac 8kg (le kg) ;  ;  ;  ;  ; 2.60;  ;  ;  ;  ;  ;  ;  
5952; HARICOT à écosser Coco blanc Paimpol cat.I sac 10kg (le kg) ;  ;  ;  ; 2.70; 2.93;  ;  ;  ;  ;  ;  ;  
5953; HARICOT à écosser Coco rouge Italie cat.I plateau (le kg) ;  ; 3.38; 3.19; 3.05; 3.04; 2.80;  ;  ;  ;  ;  ;  
5954; HARICOT à écosser Coco demi-sec Paimpol cat.I sac 10kg (le kg) ;  ; 2.93; 2.35; 2.43; 2.44;  ;  ;  ;  ;  ;  ;  
5955; HARICOT à écosser demi-sec France biologique (le kg) ;  ;  ; 4.25; 4.36; 3.93;  ;  ;  ;  ;  ;  ;  
5956; HARICOT à écosser Coco AOC Bretagne cat.I sac (le kg) ;  ;  ; 3.05; 3.23; 3.58; 3.15;  ;  ;  ;  ;  ;  
5957; HARICOT à écosser Coco Paimpol cat.I sac 10kg (le kg) ; 5.80; 3.69; 2.13; 2.33; 2.16;  ;  ;  ;  ;  ;  ;  
5958; HARICOT à écosser demi-sec France biologique (le kg) ;  ;  ; 4.23; 4.24; 4.09; 3.95;  ;  ;  ;  ;  ;  
5959; HARICOT à écosser Coco AOC Paimpol cat.I sac 10kg (le kg) ;  ;  ;  ; 2.60; 2.33;  ;  ;  ;  ;  ;  ;  
5960; HARICOT à écosser Coco AOP Paimpol cat.I sac 8kg (le kg) ;  ;  ;  ;  ; 1.90;  ;  ;  ;  ;  ;  ;  
5961; CHOU Brocoli Manche moyen plateau 5kg (le kg) ; 1.17;  ; 1.17; 1.47; 1.24; 0.89;  ;  ;  ;  ;  ;  
5962; CHOU Romanesco Manche cat.I gros colis de 6 (la pièce) ; 0.93; 1.23; 0.63; 0.95; 1.37; 0.40; 0.90; 1.24; 1.25; 0.93; 1.61;  
5963; CHOU Romanesco Manche cat.I moyen colis de 8 (la pièce) ; 0.69; 1.09; 0.42; 0.68; 1.22; 0.32; 0.78; 0.85; 1.04; 0.74; 1.57;  
5964; CHOU vert Manche gros plateau de 6 (la pièce) ; 0.55; 0.42; 0.50; 0.43; 0.44; 0.47; 0.30; 0.45; 0.64; 0.81; 0.55;  
5965; CHOU Brocoli Bretagne cat.I gros colis (le kg) ;  ; 0.55; 0.77; 1.09; 0.69; 0.56;  ;  ;  ;  ;  ;  
5966; CHOU Brocoli Bretagne cat.I moyen colis (le kg) ; 1.14; 1.18; 1.12; 1.11; 0.84; 0.64;  ;  ;  ;  ;  ;  
5967; CHOU Brocoli Bretagne cat.I petit carton (le kg) ;  ; 0.73; 0.83; 0.87; 0.76; 0.55;  ;  ;  ;  ;  ;  
5968; CHOU Romanesco Bretagne cat.I moyen colis de 8 (la pièce) ;  ; 1.53;  ; 1.07; 1.33; 0.38; 0.78; 0.84; 1.13; 0.65;  ;  
5969; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 7.72; 21.95;  
5970; CHOU vert Bretagne cat.I gros 1,5kg colis de 6 (les 6 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.46;  ;  
5971; CHOU Brocoli Bretagne cat.I moyen carton (le kg) ; 1.33; 1.41; 1.17; 0.95; 0.35;  ;  ;  ;  ;  ;  ;  
5972; CHOU Romanesco Bretagne cat.I gros colis de 6 (les 6 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 8.29; 12.63; 12.43
5973; CHOU Romanesco Bretagne cat.I gros colis de 6 (la pièce) ; 1.11; 1.05;  ; 1.17; 1.80; 0.39; 1.01; 1.07; 0.89; 0.92;  ;  
5974; CHOU Romanesco Bretagne cat.I moyen colis de 8 (la pièce) ; 0.83; 1.50; 0.35; 1.01; 1.42; 0.36; 0.88; 1.09; 1.21; 0.50;  ;  
5975; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 8.96; 17.16; 10.88
5976; CHOU vert Bretagne gros 1,5kg colis de 6 (la pièce) ;  ;  ;  ; 0.35; 0.46; 0.48; 0.33; 0.40; 0.64; 0.60;  ;  
5977; CHOU vert Bretagne gros 1,5kg colis de 6 (les 6 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.76; 4.43;  
5978; CHOU Brocoli Bretagne cat.I gros colis (le kg) ; 1.04; 0.81; 0.66; 1.00; 0.71; 0.38;  ;  ;  ;  ;  ;  
5979; CHOU Brocoli Bretagne cat.I moyen colis (le kg) ; 1.50; 1.34; 1.13; 1.08; 0.88; 0.67;  ;  ;  ;  ;  ; 2.14
5980; CHOU Brocoli Bretagne cat.I petit carton (le kg) ; 0.92; 0.93; 0.82; 0.85; 0.95; 0.42;  ;  ;  ;  ;  ;  
5981; CHOU Romanesco Bretagne cat.I gros colis de 6 (les 6 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 11.04;  ;  
5982; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 8.84;  ;  
5983; CHOU Romanesco Bretagne cat.I moyen colis de 8 (la pièce) ; 1.24; 1.62; 0.44; 1.01; 1.54; 0.41; 0.79; 1.29; 1.37; 0.66;  ;  
5984; CHOU vert Bretagne cat.I gros 1,5kg colis de 6 (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.24;  ;  
5985; CHOU vert Bretagne cat.I gros 1,5kg colis de 6 (les 6 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 4.24;  ;  
5986; CHOU Brocoli Bretagne cat.I moyen colis (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 2.13
5987; CHOU Romanesco Bretagne cat.I gros colis de 6 (les 6 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 8.68; 12.63; 12.43
5988; CHOU Romanesco Bretagne cat.I moyen colis de 8 (les 8 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 9.14; 17.36; 10.88
5989; CHOU vert Bretagne gros 1,5kg colis de 6 (les 6 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.47; 4.43;  
5990; CHOU frisé Rhône-Alpes (le kg) ; 0.74; 0.67; 0.59; 0.61; 0.57; 0.57; 0.58; 0.59; 0.58; 0.58; 0.58;  
5991; CHOU rouge Rhône-Alpes (le kg) ; 0.74; 0.67; 0.59; 0.61; 0.57; 0.57; 0.58; 0.59; 0.58; 0.58; 0.58;  
